orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,NUT_10-19 Screened for Nutrition - Normal,NUT_10-19 Screened for Nutrition - Underweight,NUT_10-19 Screened for Nutrition-Obese,NUT_10-19 Screened for Nutrition-Overweight,NUT_10-19 Screened for Nutrition-Very Obese,NUT_Children 24 - 59 Months Dewormed,NUT_Children 6-59 Months Received Vitamin A by Dose,NUT_Children 6-59 Months received Vitamin A by Age,NUT_Children < 5 years Screened for Acute Malnutrition,NUT_Children <2 Years Weighted during GMP Session,NUT_Children <5 Years Screened with MAM,NUT_Children <5 Years Screened with SAM,NUT_Children Exit MAM Treatment,NUT_Children Exit SAM Treatment (OTP),NUT_Children With MAM Admitted to OTP,NUT_Children With SAM Admitted To OTP,NUT_Children with SAM Admitted to SC,NUT_Live Births Weighed,NUT_MAM at Beginning of the Month,"NUT_Modere Malnutrition, By Age (Between -2 And -3)",NUT_NUT_SC_Children Defaulted,NUT_Newborns < 2500 gm,NUT_PLW Screened for Acute Malnutrition By MUAC Status,NUT_PLW screened for acute malnutrition By status,NUT_Pregnant Women De-Wormed,NUT_Pregnant Women Received IFA - 90+,NUT_SAM at Beginning SC of The Month,NUT_SAM at Beginning of the Month,NUT_SC_Children Cured,NUT_SC_Children Died,NUT_SC_Children Exit SAM Treatment (SC),NUT_SC_Children Non-Respondent,NUT_SC_Children Stabilized,NUT_SC_Children Transferred Out,"NUT_Severe Malnutrition, By Age (Z-Score Below (-3)",Latitude,Longitude,eth_year,eth_month,greg_date,greg_year,greg_month,greg_day,greg_month_name,period_start_gc,period_end_gc,period_ec,period_gc
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201607,Megabit 2016,201607,0,0,0,0,0,58,36,36,70,0,21,18,0,0,9,0,34,0,34,0,0,0,17,17,6,30,44,35,0,0,0,0,11,0,0,6.3126358,42.6483043,2016,7,3/10/2024,2024,3,10,March,3/10/2024,3/31/2024,2016-07,2024-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201608,Miazia 2016,201608,0,0,0,0,0,134,145,145,40,0,11,7,0,0,0,0,14,0,20,0,0,0,79,79,9,25,26,20,8,0,0,0,10,0,0,6.3126358,42.6483043,2016,8,4/9/2024,2024,4,9,April,4/9/2024,4/30/2024,2016-08,2024-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201609,Ginbot 2016,201609,0,0,0,0,0,10,17,17,134,0,40,15,14,0,24,0,16,0,56,0,0,0,74,74,5,15,37,74,17,0,0,0,18,0,0,6.3126358,42.6483043,2016,9,5/9/2024,2024,5,9,May,5/9/2024,5/31/2024,2016-09,2024-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201610,Sene 2016,201610,0,0,0,0,0,5,36,36,100,0,22,10,0,10,32,0,22,0,45,0,0,0,50,50,4,3,59,54,15,0,0,0,11,0,0,6.3126358,42.6483043,2016,10,6/8/2024,2024,6,8,June,6/8/2024,6/30/2024,2016-10,2024-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201611,Hamle 2016,201611,,,,,,73,45,45,254,0,50,66,0,0,66,20,20,18,66,0,0,2,45,45,5,18,20,20,0,0,0,0,0,0,0,6.3126358,42.6483043,2016,11,7/8/2024,2024,7,8,July,7/8/2024,7/31/2024,2016-11,2024-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201612,Nehase 2016,201612,,,,,,104,69,69,308,0,70,79,,,,0,0,22,,0,0,2,60,60,8,26,29,0,44,0,0,8,0,10,0,6.3126358,42.6483043,2016,12,8/7/2024,2024,8,7,August,8/7/2024,8/31/2024,2016-12,2024-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201701,Meskerem 2017,201701,,,,,,58,25,25,132,0,62,70,0,0,20,24,25,20,20,0,0,2,50,50,7,19,25,24,0,0,0,0,0,0,0,6.3126358,42.6483043,2017,1,9/11/2024,2024,9,11,September,9/11/2024,9/30/2024,2017-01,2024-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201702,Tikemet 2017,201702,,,,,,37,20,20,98,0,46,51,0,0,21,23,35,18,21,0,0,1,40,40,4,17,25,23,0,0,0,0,0,0,0,6.3126358,42.6483043,2017,2,10/11/2024,2024,10,11,October,10/11/2024,10/31/2024,2017-02,2024-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201703,Hidar 2017,201703,,,,,,13,10,10,13,0,10,3,0,0,0,10,0,19,0,0,0,0,0,0,13,3,0,10,0,0,0,0,0,0,0,6.3126358,42.6483043,2017,3,11/10/2024,2024,11,10,November,11/10/2024,11/30/2024,2017-03,2024-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,Abaqorow_PHCU,Abaqorow Health Center,CPWsDJ9Kkra,Abaqorow Health Center,1055907,201704,Tahesas 2017,201704,0,0,0,0,0,0,0,0,13,0,,,0,0,,,,0,,0,0,,0,,0,0,,,0,0,,0,0,0,0,6.3126358,42.6483043,2017,4,12/10/2024,2024,12,10,December,12/10/2024,12/31/2024,2017-04,2024-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201105,Tir 2011,201105,,,,,,300,405,405,,176,,,,,,,,0,,51,,0,20,,0,12,,,,,,,,,2,13.1643723,38.4018334,2011,5,1/9/2019,2019,1,9,January,1/9/2019,1/31/2019,2011-05,2019-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201106,Yekatit 2011,201106,,,,,,11,33,33,,73,,,,,,,,0,,71,,0,52,,0,8,,,,,,,,,2,13.1643723,38.4018334,2011,6,2/8/2019,2019,2,8,February,2/8/2019,2/28/2019,2011-06,2019-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201107,Megabit 2011,201107,,,,,,9,16,16,,90,,,,,,,,,,30,,,52,,,15,,,,,,,,,,13.1643723,38.4018334,2011,7,3/10/2019,2019,3,10,March,3/10/2019,3/31/2019,2011-07,2019-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201108,Miazia 2011,201108,,,,,,5,2,2,,93,,,,,,,,0,,2,,0,54,,0,14,,,,,,,,,1,13.1643723,38.4018334,2011,8,4/9/2019,2019,4,9,April,4/9/2019,4/30/2019,2011-08,2019-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201109,Ginbot 2011,201109,,,,,,15,8,8,,79,,,,,,,,0,,0,,0,44,,0,5,,,,,,,,,0,13.1643723,38.4018334,2011,9,5/9/2019,2019,5,9,May,5/9/2019,5/31/2019,2011-09,2019-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201110,Sene 2011,201110,,,,,,300,402,402,,112,,,,,,,,0,,112,,0,70,,0,4,,,,,,,,,0,13.1643723,38.4018334,2011,10,6/8/2019,2019,6,8,June,6/8/2019,6/30/2019,2011-10,2019-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201111,Hamle 2011,201111,,,,,,1,1,1,,170,,,,,,,,0,,10,,0,53,,0,10,,,,,,,,,0,13.1643723,38.4018334,2011,11,7/8/2019,2019,7,8,July,7/8/2019,7/31/2019,2011-11,2019-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201112,Nehase 2011,201112,,,,,,4,5,5,,170,,,,,,,,0,,60,,0,43,,0,5,,,,,,,,,0,13.1643723,38.4018334,2011,12,8/7/2019,2019,8,7,August,8/7/2019,8/31/2019,2011-12,2019-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201201,Meskerem 2012,201201,,,,,,4,6,6,,150,,,,,,,,0,,145,,0,38,,0,4,,,,,,,,,5,13.1643723,38.4018334,2012,1,9/12/2019,2019,9,12,September,9/12/2019,9/30/2019,2012-01,2019-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201202,Tikemet 2012,201202,,,,,,7,3,3,,182,,,,,,,,,,176,,,58,,,6,,,,,,,,,3,13.1643723,38.4018334,2012,2,10/12/2019,2019,10,12,October,10/12/2019,10/31/2019,2012-02,2019-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201203,Hidar 2012,201203,,,,,,,,,,7,,,,,,,,,,6,,,58,,,8,,,,,,,,,1,13.1643723,38.4018334,2012,3,11/11/2019,2019,11,11,November,11/11/2019,11/30/2019,2012-03,2019-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201204,Tahesas 2012,201204,,,,,,185,227,227,,15,,,,,,,,,,14,,,65,,,7,,,,,,,,,1,13.1643723,38.4018334,2012,4,12/11/2019,2019,12,11,December,12/11/2019,12/31/2019,2012-04,2019-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201205,Tir 2012,201205,,,,,,3,,,,9,,,,,,,,,,8,,,65,,,,,,,,,,,,1,13.1643723,38.4018334,2012,5,1/10/2020,2020,1,10,January,1/10/2020,1/31/2020,2012-05,2020-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201206,Yekatit 2012,201206,,,,,,8,2,2,,24,,,,,,,,,,22,,,57,,,9,,,,,,,,,2,13.1643723,38.4018334,2012,6,2/9/2020,2020,2,9,February,2/9/2020,2/29/2020,2012-06,2020-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201207,Megabit 2012,201207,,,,,,100,190,190,,27,,,,,,,,,,24,,,56,,,4,,,,,,,,,3,13.1643723,38.4018334,2012,7,3/10/2020,2020,3,10,March,3/10/2020,3/31/2020,2012-07,2020-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201208,Miazia 2012,201208,,,,,,,,,,16,,,,,,,,,,14,,,56,,,7,,,,,,,,,2,13.1643723,38.4018334,2012,8,4/9/2020,2020,4,9,April,4/9/2020,4/30/2020,2012-08,2020-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201209,Ginbot 2012,201209,,,,,,,,,,27,,,,,,,,,,26,,,104,,,3,,,,,,,,,1,13.1643723,38.4018334,2012,9,5/9/2020,2020,5,9,May,5/9/2020,5/31/2020,2012-09,2020-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201210,Sene 2012,201210,,,,,,345,491,491,,98,,,,,,,,,,7,,,105,,,9,,,,,,,,,1,13.1643723,38.4018334,2012,10,6/8/2020,2020,6,8,June,6/8/2020,6/30/2020,2012-10,2020-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201211,Hamle 2012,201211,,,,,,,,,,163,,,,,,,,,,161,,,108,,,3,,,,,,,,,2,13.1643723,38.4018334,2012,11,7/8/2020,2020,7,8,July,7/8/2020,7/31/2020,2012-11,2020-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201212,Nehase 2012,201212,,,,,,,,,,68,,,,,,,,,,6,,,119,,,6,,,,,,,,,2,13.1643723,38.4018334,2012,12,8/7/2020,2020,8,7,August,8/7/2020,8/31/2020,2012-12,2020-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201301,Meskerem 2013,201301,,,,,,1,3,3,,58,,,,,,,,,,13,,,113,,,4,,,,,,,,,3,13.1643723,38.4018334,2013,1,9/11/2020,2020,9,11,September,9/11/2020,9/30/2020,2013-01,2020-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201302,Tikemet 2013,201302,,,,,,3,2,2,,120,,,,,,,,,,27,,,106,,,13,,,,,,,,,,13.1643723,38.4018334,2013,2,10/11/2020,2020,10,11,October,10/11/2020,10/31/2020,2013-02,2020-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201303,Hidar 2013,201303,,,,,,6,5,5,,172,,,,,,,,0,,26,,0,58,,0,15,,,,,,,,,0,13.1643723,38.4018334,2013,3,11/10/2020,2020,11,10,November,11/10/2020,11/30/2020,2013-03,2020-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201304,Tahesas 2013,201304,,,,,,327,403,403,,157,,,,,,,,0,,21,,0,0,,0,8,,,,,,,,,0,13.1643723,38.4018334,2013,4,12/10/2020,2020,12,10,December,12/10/2020,12/31/2020,2013-04,2020-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201305,Tir 2013,201305,,,,,,5,2,2,,53,,,,,,,,,,50,,,70,,,12,,,,,,,,,,13.1643723,38.4018334,2013,5,1/9/2021,2021,1,9,January,1/9/2021,1/31/2021,2013-05,2021-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201306,Yekatit 2013,201306,,,,,,5,4,4,,27,,,,,,,,,,,,,76,,,4,,,,,,,,,,13.1643723,38.4018334,2013,6,2/8/2021,2021,2,8,February,2/8/2021,2/28/2021,2013-06,2021-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201307,Megabit 2013,201307,,,,,,13,10,10,,67,,,,,,,,0,,7,,0,57,,0,8,,,,,,,,,0,13.1643723,38.4018334,2013,7,3/10/2021,2021,3,10,March,3/10/2021,3/31/2021,2013-07,2021-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201308,Miazia 2013,201308,,,,,,17,11,11,,78,,,,,,,,0,,2,,0,60,,0,4,,,,,,,,,0,13.1643723,38.4018334,2013,8,4/9/2021,2021,4,9,April,4/9/2021,4/30/2021,2013-08,2021-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201309,Ginbot 2013,201309,,,,,,0,16,16,,29,,,,,,,,0,,28,,0,52,,0,4,,,,,,,,,0,13.1643723,38.4018334,2013,9,5/9/2021,2021,5,9,May,5/9/2021,5/31/2021,2013-09,2021-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201310,Sene 2013,201310,,,,,,332,407,407,,73,,,,,,,,0,,70,,0,50,,0,3,,,,,,,,,2,13.1643723,38.4018334,2013,10,6/8/2021,2021,6,8,June,6/8/2021,6/30/2021,2013-10,2021-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201311,Hamle 2013,201311,,,,,,6,0,0,,16,,,,,,,,0,,16,,0,56,,0,9,,,,,,,,,0,13.1643723,38.4018334,2013,11,7/8/2021,2021,7,8,July,7/8/2021,7/31/2021,2013-11,2021-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201312,Nehase 2013,201312,,,,,,4,3,3,,23,,,,,,,,0,,20,,0,48,,0,4,,,,,,,,,0,13.1643723,38.4018334,2013,12,8/7/2021,2021,8,7,August,8/7/2021,8/31/2021,2013-12,2021-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201401,Meskerem 2014,201401,,,,,,6,4,4,,36,,,,,,,,0,,36,,0,80,,0,4,,,,,,,,,0,13.1643723,38.4018334,2014,1,9/11/2021,2021,9,11,September,9/11/2021,9/30/2021,2014-01,2021-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201402,Tikemet 2014,201402,,,,,,2,3,3,,47,,,,,,,,0,,10,,0,42,,0,4,,,,,,,,,0,13.1643723,38.4018334,2014,2,10/11/2021,2021,10,11,October,10/11/2021,10/31/2021,2014-02,2021-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201403,Hidar 2014,201403,,,,,,6,5,5,,14,,,,,,,,0,,4,,0,48,,0,7,,,,,,,,,0,13.1643723,38.4018334,2014,3,11/10/2021,2021,11,10,November,11/10/2021,11/30/2021,2014-03,2021-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201404,Tahesas 2014,201404,,,,,,301,395,395,,19,,,,,,,,0,,19,,0,61,,0,7,,,,,,,,,0,13.1643723,38.4018334,2014,4,12/10/2021,2021,12,10,December,12/10/2021,12/31/2021,2014-04,2021-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201405,Tir 2014,201405,,,,,,6,3,3,,21,,,,,,,,0,,21,,0,56,,0,5,,,,,,,,,0,13.1643723,38.4018334,2014,5,1/9/2022,2022,1,9,January,1/9/2022,1/31/2022,2014-05,2022-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201406,Yekatit 2014,201406,,,,,,0,5,5,,32,,,,,,,,0,,0,,0,47,,0,5,,,,,,,,,0,13.1643723,38.4018334,2014,6,2/8/2022,2022,2,8,February,2/8/2022,2/28/2022,2014-06,2022-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201407,Megabit 2014,201407,,,,,,0,1,1,,6,,,,,,,,0,,3,,0,68,,0,11,,,,,,,,,0,13.1643723,38.4018334,2014,7,3/10/2022,2022,3,10,March,3/10/2022,3/31/2022,2014-07,2022-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201408,Miazia 2014,201408,,,,,,3,0,0,,29,,,,,,,,0,,29,,0,63,,0,5,,,,,,,,,0,13.1643723,38.4018334,2014,8,4/9/2022,2022,4,9,April,4/9/2022,4/30/2022,2014-08,2022-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201409,Ginbot 2014,201409,,,,,,0,4,4,,21,,,,,,,,0,,21,,0,59,,0,0,,,,,,,,,0,13.1643723,38.4018334,2014,9,5/9/2022,2022,5,9,May,5/9/2022,5/31/2022,2014-09,2022-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201410,Sene 2014,201410,,,,,,608,398,398,,48,,,,,,,,0,,7,,0,56,,0,9,,,,,,,,,0,13.1643723,38.4018334,2014,10,6/8/2022,2022,6,8,June,6/8/2022,6/30/2022,2014-10,2022-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201411,Hamle 2014,201411,0,0,0,0,0,4,14,14,360,70,78,3,0,0,0,3,,0,0,9,,0,49,49,0,5,,11,,,,,,,2,13.1643723,38.4018334,2014,11,7/8/2022,2022,7,8,July,7/8/2022,7/31/2022,2014-11,2022-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201412,Nehase 2014,201412,0,0,0,0,0,2,4,4,223,136,109,2,0,0,0,2,,0,0,38,,0,91,91,0,6,,2,,,,,,,2,13.1643723,38.4018334,2014,12,8/7/2022,2022,8,7,August,8/7/2022,8/31/2022,2014-12,2022-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201501,Meskerem 2015,201501,0,0,0,0,0,4,3,3,351,75,103,7,0,0,0,2,,0,0,10,,0,103,103,0,3,,2,,,,,,,0,13.1643723,38.4018334,2015,1,9/11/2022,2022,9,11,September,9/11/2022,9/30/2022,2015-01,2022-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201502,Tikemet 2015,201502,0,0,0,0,0,4,8,8,359,36,103,4,0,1,0,0,,0,0,13,,0,114,114,0,5,,13,,,,,,,3,13.1643723,38.4018334,2015,2,10/11/2022,2022,10,11,October,10/11/2022,10/31/2022,2015-02,2022-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201503,Hidar 2015,201503,0,0,0,0,0,0,0,0,109,47,0,0,0,0,0,2,,0,0,45,,0,101,101,0,0,,6,,,,,,,2,13.1643723,38.4018334,2015,3,11/10/2022,2022,11,10,November,11/10/2022,11/30/2022,2015-03,2022-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201504,Tahesas 2015,201504,0,0,0,0,0,336,362,362,391,139,127,0,0,0,0,1,,0,0,70,,0,160,160,0,0,,0,,,,,,,1,13.1643723,38.4018334,2015,4,12/10/2022,2022,12,10,December,12/10/2022,12/31/2022,2015-04,2022-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201505,Tir 2015,201505,0,0,0,0,0,0,0,0,232,22,111,0,0,1,0,0,,0,0,2,,0,139,139,0,0,,2,,,,,,,0,13.1643723,38.4018334,2015,5,1/9/2023,2023,1,9,January,1/9/2023,1/31/2023,2015-05,2023-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201506,Yekatit 2015,201506,0,0,0,0,0,6,3,3,351,27,108,0,0,1,0,0,,0,0,6,,0,152,152,0,0,,1,,,,,,,0,13.1643723,38.4018334,2015,6,2/8/2023,2023,2,8,February,2/8/2023,2/28/2023,2015-06,2023-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201507,Megabit 2015,201507,0,0,0,0,0,0,0,0,239,109,101,0,0,0,0,0,,0,0,109,,0,167,167,0,0,,0,,,,,,,0,13.1643723,38.4018334,2015,7,3/10/2023,2023,3,10,March,3/10/2023,3/31/2023,2015-07,2023-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201508,Miazia 2015,201508,0,0,0,0,0,0,1,1,267,87,63,0,0,0,0,3,,0,0,87,,0,175,175,0,0,,0,,,,,,,0,13.1643723,38.4018334,2015,8,4/9/2023,2023,4,9,April,4/9/2023,4/30/2023,2015-08,2023-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201509,Ginbot 2015,201509,0,0,0,0,0,0,6,6,435,29,83,0,0,0,0,0,,0,0,26,,0,168,168,0,0,,3,,,,,,,3,13.1643723,38.4018334,2015,9,5/9/2023,2023,5,9,May,5/9/2023,5/31/2023,2015-09,2023-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Beyeda Woreda,Dliybza_PHCU,Abarie Health Post,se19pkY10AL,Abarie Health Post,1073825,201510,Sene 2015,201510,0,0,0,0,0,299,372,372,300,166,82,0,0,1,0,0,,0,0,166,,0,162,162,0,43,,3,,,,,,,0,13.1643723,38.4018334,2015,10,6/8/2023,2023,6,8,June,6/8/2023,6/30/2023,2015-10,2023-06
